templates_id,templates_CES,templates_title,templates_content
277,195138,Outbound call,date and Time of Call: Include time zone<br><br>Phone number: Dialed phone number(s)<br><br>Name: Name of the person who answered the call<br><br>Status: i.e call was routed to voicemail<br><br>Troubleshooting details: whenever applicable<br><br>Next Action:
278,195241,**R M A* P R O C E S S***,"<br><br>Hi Tm&apos;s,<br><br>Please initiate RMA: <br><br>* Case #: <br>* Device to replace:<br>* Quantity (how many units to replace): <br>* Reason for replacement:<br>* How many times was the camera replaced?<br>* Place of purchase:<br>* Date of Purchase:<br>* Is the device In warranty or out of warranty? <br>* Shipping address: <br>* Phone #: <br><br>Thank you!"
279,181875,"ARLO Q WON""T CONNECT TO WIFI"," <br>One probable reason for that to happen is if the SSID does not display automatically, the router might not broadcasting its SSID. You may follow these troubleshooting steps to deem the issue:<br><br>If the camera was working fine before, you may follow these troubleshooting steps:<br><br>1.Remove your Arlo Q camera from your router settings.<br>2.Create a guest network with out password.<br>3.Connect your Arlo Q to your created guest network<br>   If you were not able to connect through the guest network. Reset the Arlo Q.<br><br>To reset Arlo Q:<br><br>The reset button needs to be held in excess of 10 seconds. When the reset has been successful you will hear a ""click"" and the LED will then begin flashing amber after a short pause. A reset can also be achieved by logging in to your Arlo account and removing the device listed under Settings.<br><br>If the Device was not yet working before, you may reset the Arlo Q directly.<br>"
280,181875,VMC3040 ,"With that, for me to proceed accordingly you may answer the questions provided below:<br><br>•Have you tried some troubleshooting steps prior from contacting us?What are those?<br>•What is the serial number of the device affected?<br>•When and where was the device purchased?<br>•Is the camera working fine before?<br>•Is there an error message that you encountered? <br>•How far was the camera from the router?<br>•May I know where the camera was placed?<br>•May I know what device are you using when installing device, what phone version?<br>•May I know if the App.version was updated?<br> <br>One probable reason for that to happen is if the SSID does not display automatically, the router might not broadcasting its SSID. You may follow these troubleshooting steps to deem the issue:<br><br>If the camera was working fine before, you may follow these troubleshooting steps:<br><br>1.Remove your Arlo Q camera from your router settings.<br>2.Create a guest network with out password.<br>3.Connect your Arlo Q to your created guest network<br>   If you were not able to connect through the guest network. Reset the Arlo Q.<br><br>To reset Arlo Q:<br><br>The reset button needs to be held in excess of 10 seconds. When the reset has been successful you will hear a ""click"" and the LED will then begin flashing amber after a short pause. A reset can also be achieved by logging in to your Arlo account and removing the device listed under Settings.<br><br>If the Device was not yet working before, you may reset the Arlo Q directly.<br><br>Follow the Set up instructions for Android:<br><br>1.Launch the Arlo app or log in to your Arlo account at my.arlo.com.<br>2.Tap the + icon or click Add Device.<br>3.Tap or click Arlo Q.<br>4.Select your connection type.<br>5.Plug in your Arlo Q. When the LED starts blinking amber, tap or click Continue.<br>6.Ensure that your router name (network SSID) appears under Network Name.<br>    Note: If the SSID does not display automatically, the router might not broadcasting its SSID. For more information about connecting to a hidden network, see How do I connect my Arlo <br>    Q to a hidden Wi-Fi network?.<br>7.Enter the password for your router and tap or click Continue.<br>8.Press and release the Sync button (located on the bottom-right when looking at the front of the camera).<br>9.Tap or click Continue.<br>    The LED begins blinking blue.<br>    An informational page or screen telling you how to scan the QR code with the Arlo Q camera displays.<br>10.Place the QR code that displays on your Android device approximately 8 inches from the Arlo Q camera.<br>    When the camera reads the code, it makes a chime sound. <br>11.Tap or click Yes to confirm that the camera made a chime sound.<br>   Note: If you do not year a chime sound, tap or click No. You are directed back to Step 6.<br>   After you tap or click Yes, the camera attempts to connect to your Wi-Fi network.<br>   Once the Wi-Fi network detects the camera, the camera&apos;s serial number and the time zone in which you reside display.<br>12.Tap or click Continue.<br>   Your Arlo system set up is complete. You can view your cameras.<br><br>You may utilize this link for reference: https://kb.arlo.com/1002006/How-do-I-set-up-Arlo-Q-on-Android<br><br>Follow the Set up instructions for iOS:<br><br>1.Launch the Arlo app from your iOS device or from a computer, visit my.arlo.com.<br>2.Click or tap New System Setup.<br>3.Click or tap Arlo Q.<br>4.Plug in your Arlo Q camera.<br>5.When the LED starts blinking amber, click or tap Continue.<br>6.Ensure that your router name (network SSID) displays in the Connect Network step.<br>   Note: If the SSID does not display automatically, the router might not be broadcasting its SSID (network name).<br>7.Enter the password for your router and click or tap Submit.<br>8. Press and release the Sync button located on the bottom-right side of the camera.<br>9.Click or tap Continue.<br>   A page or screen telling you how to scan the QR code with the Arlo Q camera displays.<br>10.Place the QR code that displays on the screen of your iOS device approximately 6 to 8 inches from the Arlo Q camera.<br>   When the camera reads the code, it makes a chime sound.<br>11.Click or tap Yes to confirm that the camera made a chime sound.<br>12.If you do not hear a chime, click or tap No. You are directed back to the Step 6.<br>13.After you click or tap Yes, the camera attempts to connect to your Wi-Fi network.<br>    Once the Wi-Fi network detects the camera, the camera&apos;s serial number and time zone in which you are setting up the camera display.<br>14.Click or tap Continue.<br>15.To set up an account, enter your email address, password, name, and security question.<br>   Your email address is your Arlo username. The phone number is optional.<br>16.Accept the Terms of Service and Privacy Policy, then click or tap Continue. <br>17.Setup is complete.<br>   Click or tap Skip to Cameras to view your new camera. Click or tap Learn More to change your subscription plan. <br><br>You may refer to this link: https://kb.arlo.com/1001944/How-do-I-set-up-Arlo-Q-on-iOS"
281,181875,ACCOUNT CLOSURE REQUEST TEMPLATE,"Hi Emilian,<br><br>I hope you have a great day!<br><br>Thank you for taking time to contact Arlo Support. We understand you are requesting your Arlo account be closed.<br><br>For security purposes, please confirm you have already downloaded the content you need to retain (if any) along with your authorization to close your account. Once your authorization is received your account will be closed/deleted effective immediately. A follow-up notification will be sent once the task has been completed.<br><br>For the process, we need you to attach a copy of the proof of purchase from the store you purchased your Arlo product from. Also please ensure you have deactivated your base station. To deactivate, go to Settings>My Devices>Click on the base station&apos;s serial number and select ""Remove device"" or ""Deactivate"".<br><br>To attach a copy of your proof of purchase, please use a computer and follow the steps below:<br><br>1) Log into the Arlo Portal.<br>2) Click the Attach Files to Support Case option located in right hand side Menu.<br>3) Select My Open Cases from the drop down menu and then the applicable Case Number.<br>4) Click the Select button and select the file to upload.<br><br>Files accepted are PDF, JPG, GIF, PNG, DOC, ZIP. Maximum size allowed is 30MB.<br><br>To send a follow-up response with your confirmation, please click on the embedded link located at the bottom of this email notification.<br><br>Thank you for choosing Arlo.<br><br>Please know that when your case gets inactive for 7 days, we will have to close this case. I know that the issue might have not been resolved yet. However, you may still get back to us at your most convenient time and provide your case ID which is 41486876.<br><br>Much Respect,<br><br>Leigh<br>ARLO Support Expert<br>Support Site - https://support.arlo.com<br>Community site - https://community.arlo.com"
282,181875,DEVICE INSTALLATION,"If you are pertaining to base station installation, you may follow this troubleshooting steps:<br><br>1.Connect the SmartHub or base station to your router using an Ethernet cable.<br>Note: You must connect the base station to your router before you power it on. The base station might not connect to your network correctly if you power it on before connecting it to<br>your router.<br>2.Connect the power adapter to the base station and plug it into an electrical outlet.<br>3.Turn the base station on by pressing the On-Off button.<br>4.Wait for the power LED and Internet LED on the front of the base station to turn green in about two minutes. If you&apos;re using a single-LED base station, wait for the LED to turn blue.<br>Your base station is connected to the Internet.<br><br>For Arlo wire-free cameras set up and sync:<br><br>1.Unlock the battery compartment by sliding and holding the latch.<br>2.Slide the battery door back and lift it to open the compartment.<br>3.Insert the batteries as shown and close the battery door.<br>4.Bring the camera within one to three feet (30 to 100 centimeters) of the base station.<br>5.Sync the camera to the base station:<br>•If you are using an Arlo base station, press the Sync button on the side or on the back of the base station for about two seconds and then release the button.<br><br>Note: If you press the Arlo Wire-Free Sync button on the base station for too long, the LED under the USB symbol blinks amber for 10 minutes. While the USB LED is blinking amber, the<br>sync process is blocked.<br><br>•If you are using an Arlo Pro base station, press the button on the top of the base station for about two seconds and then release the button.<br><br>6.Wait for the sync status LED to blink green.<br>7.Press the Sync button on top of the camera for about two seconds and then release the button.<br>Note: Cameras must be synced one at a time.<br><br>A blue LED on the camera blinks rapidly to confirm sync.<br>If the LED on the camera blinks amber, the sync is not successful. You must repeat the sync process.<br>8.Check the camera LED on the base station.<br>If the camera LED on the base station turns solid green, the sync process is complete.<br>9.Repeat these steps for each camera.<br>Note: If you do not complete the sync process within 60 seconds, press the Sync button on the base station and try again.<br><br>You may use these link as a reference:<br><br>https://kb.arlo.com/1179139/How-do-I-connect-my-Arlo-SmartHub-or-base-station-to-the-Internet<br><br>https://kb.arlo.com/987/How-do-I-set-up-and-sync-my-Arlo-wire-free-cameras<br><br>Also, please provide the following information in case we will need to proceed with other alternatives:<br><br>•May I know what device would you like to set up?<br>•What is the serial number of the device?<br><br>Please know that when your case gets inactive for 7 days, we will have to close this case. I know that the issue might have not been resolved yet. However, you may still get back to us at your most convenient time and provide your case ID which is 41477523.<br><br>Much Respect,<br><br>Leigh<br>ARLO Support Expert<br>Support Site - https://support.arlo.com<br>Community site - https://community.arlo.com"
283,193810,Outbound Call Template,Date and Time of call:<br>Phone number dialed:<br>Name of the person who answered:<br>Status(voicemail or answered):<br>Troubleshooting details:<br>Next Action:
285,189918,,• Case #:<br>• Device to replace (Indicate SN and Model #): <br>• Place of purchase:<br>• Date of Purchase : <br>• Is the device In warranty or out of warranty? <br>• Quantity (how many units to replace): <br>• Shipping address:<br>• Phone #: 
286,193806,NEXT ACTIONS,"Next Action for Open Case:<br>Customer is not at the location<br> <br>If customer callsback, please perform base station reset<br><br>Please process RMA if issue is still the same<br><br>Confirm if RMA was completed"
287,195137,RMA ADDRESS,"Warehouse Information:<br><br><br>Tracelogix US www.tracelogix.com 3605 Knight Road, Suite 101 Memphis, TN 38118 Phone: 877587 1907 Fax: 901 795 2726 Contact Person: Linda Bates linda.bates@tracelogix.com Tracelogix<br><br><br>Canada www.tracelogix.ca #30-202 South Blair Street Whitby, Ontario, L1N 8X9 Phone: 905 666 4212 Fax: 905 666 1968 Contact Person: Holly Downey holly.downey@tracelogix.com<br><br><br>Stocks Availability Inquiry: To: arlo.support@tracelogix.com CC: Kathy Lee Kalee@arlo.com<br><br><br>Anovo UK<br>71 Bilton Way<br>Enfield, EN3 7EP<br>Phone: +44(0) 208 443 8736<br>Fax: +44(0) 208 443 8772"
288,189918,,• Case #:<br>• Device to replace (Indicate SN and Model #):<br>• Place of purchase:<br>• Date of Purchase :<br>• Is the device In warranty or out of warranty?<br>• Quantity (how many units to replace):<br>• Shipping address:<br>• Phone #:<br><br>For RMA Approval<br><br>Serial number of the device to be replaced:<br><br>What device should be replaced :<br><br>Quantity:
289,193806,OUTBOUND TEMPLATE,Date & Time of Call ( Time Zone ):<br>Phone Number Dialed phone number(s):<br>Name (name of the person who answered):<br>Status ( i.e call routed to voicemail ):<br><br>Troubleshooting Details:<br><br><br>Next Action:
290,193806,OUTBOUND SPIEL 2020,HELLO CX NAME IM HAPPY TO HELP WITH YOUR ARLO PRODUCT<br>BEFORE WE BEGIN I MUST FIRST ADVISE YOU THAT THIS CALL IS BEING<br>RECORDED AND GET YOUR CONSENT RECORD IT<br>CAN YOU PLEASE ACKNOWLEDGE THAT YOU UNDERSTAND AND AGREE TO<br>HAVE THIS CALL RECORDED BY STATING YES
291,193806,VOICEMAIL SPIEL,"Hi, this is Jade from ARLO Technical Support. <br>This is a follow up call regarding your Arlo device with case number <<CASENUMBER>>. <br>If you have any inquiry with the device you may give us a <br>call at 408 638 3750 or visit support.arlo.com for more troubleshooting details.<br>Once again, my name is Jade. Thank you for choosing Arlo"
292,193806,VACUUM SPIEL,"(VACUUM)<br>After opening spiel (did not hear anything for 10 seconds)<br>It seems that we are having difficulty with the line, kindly give a response in case your are able to hear me<br>After 15 seconds<br>I am still unable to hear any response from you. Let me try to use my headset.<br>After 15 seconds<br>I apologize for the inconvenience, however; I am still unable to hear any response from you.<br>It is best if you give us a call back and if possible please use<br>a different phone as that may be the one causing the problem. Thank you for choosing ARLO, have a good one."
293,193806,CLOSING SPIEL,"Once I close this case, you will receive a survey. <br>Please rate the service and support I have provided you today. <br>It would really help us here at Arlo to improve our services for you"
294,193806,WORKING TIME AND SITE,You may also visit our online website<br>(support.arlo.com and community.arlo.com.)  408 638 3750 WE ARE OPEN 7 DAYS AWEEK FROM 5AM TO 9PM PST OR 8AM TO 12AM EST
295,181875,NEW STANDARD TEMPLATE:,"Hi ,<br><br>Thank you for contacting Arlo E-mail support. <br><br>I understand that, your . That can be due to <br><br>You may utilize these link, as this will provide the troubleshooting steps needed: <br><br>Your response with a detailed result of the steps provided is much anticipated.<br><br>Also, please provide the following information in case we will need to proceed with other alternatives:  <br><br><br><br>We hope to hear from you soon. Your case is ID:.<br><br>Much Respect,<br><br><br>Leigh<br>ARLO Support Expert<br>Support Site - https://support.arlo.com<br>Community site - https://community.arlo.com<br>"
298,195241,ESCALATION TEMPLATE,"Minimum requirements for ALL cases (MUST have for ALL escalations):<br><br>• Current firmware version of the affected device(s):<br><br>• HW version :<br>• Field Trial participant?  <br>• Serial number of affected device:<br>• System Logs (attach to the case on first contact)<br><br>• Customer’s email address:<br>• Ask customer to provide screenshots, video clips, schematics, etc.:<br><br>• Platform affected:<br>o Web:<br>•Browser type and version:<br>•PC OS (Windows, Mac, Linux, etc.):<br><br>o iOS<br>• Device information:<br>• Mobile OS version:<br><br>o Android<br>• Device information (e.g. Samsung Galaxy, Samsung Galaxy Tab, etc.):<br>• Mobile OS version:<br><br>• Arlo App Version:<br><br>• Problem description details (MUST be accurately translated and written in English)..<br>-<br>-<br>-<br>-<br>-<br><br>• History of the problem<br>-<br>-<br>-<br>-<br><br>• Detailed troubleshooting done.<br>-<br>-<br>-<br>-<br>-<br>-<br><br>• Phone Number:<br>• Time Zone:<br>• Preferred callback time:<br><br>o Network Topology details, including but not limited to:<br>• ISP (indicate if Cable, DSL or T1 connection):<br>• Upload and Download speeds:  <br>• Modem brand/model (MUST include model number):<br>• Note any other APs/routers in network - (MUST include model number):<br>• Note use of Extenders (if any) - (MUST include model number:<br>"
299,140567,NEW EMAIL TEMPLATE,"Hi “CUSTOMER&apos;S FIRST NAME”,<br><br>Thank you for contacting Arlo E-mail support. <br><br>I understand that, “Paraphrase the concern”. This can be due to “State possible reason”. (Note: Only provide troubleshooting steps if the steps are not found in KB.)<br><br>Please do the following: (Note: Use numbers/letters when providing steps.)<br>1.            <br>2.            <br>3.<br><br>You can use this link: “Provide the link”, for reference.  (Note: If the steps are in KB, provide the link instead.)<br><br>Your response with a detailed result of the steps provided is much anticipated.<br><br>Also, please provide the following information in case we will need to proceed with other alternatives:  (Note: Use bullets (non-sequential) and numbers (sequential).)<br><br>• SN of the affected camera/base station.<br>• When and where it was purchased.<br>• “PROBING QUESTIONS”<br><br>We hope to hear from you soon.<br><br>Sincerely,<br><br><br>Kim<br>ARLO Support Expert<br>Support Site - https://support.arlo.com<br>Community site - https://community.arlo.com<br>***************************************************************************************<br>EMAIL FOLLOW UP<br><br>Hi “CUSTOMER&apos;S FIRST NAME”,<br><br>Thank you for contacting Arlo E-mail support. <br><br>I am doing a follow-up in relation to your open ticket which was about <<>>. It has been a 3 days from our last contact. I would like to verify does the issue has been resolved through the steps I have provided in my previous email? If not, kindly respond so that we may continue with the case. Please check your Junk or Spam folder in case you haven&apos;t receive my first email.<br><br>Please be informed that when your case gets inactive for 7 days, we will have to close this case. I know that the issue might have not been resolved yet. However, you may still get back to us at your most convenient time and provide your case ID which is <<>>.<br><br>Your response with a detailed result of the steps provided is much anticipated.<br><br>We hope to hear from you soon.<br><br>Sincerely,<br><br><br>Kim<br>ARLO Support Expert<br>Support Site - https://support.arlo.com<br>Community site - https://community.arlo.com<br>***************************************************************************************<br>EMAIL CLOSURE FOLLOW UP<br><br>Hi “CUSTOMER&apos;S FIRST NAME”,<br><br>Thank you for contacting Arlo E-mail support. <br><br>I am doing a follow-up in relation to your open ticket which was about <<>>. It has been several days from my last correspondence and it seems that I have not received any updates from you. I do apologize for any inconvenience this issue has caused you.<br><br>Please do not worry as you may still use the same case if you contact us back. Kindly note that this case is documented so any support experts can review and start where we have left off.<br><br>In any case you encounter the same concern in the future, kindly check the following web article(s):<br><br>1.<br>2.<br>3.<br><br>For now, I am going to close this case and a support survey will be sent to your email with Case ID: . Kindly find time to rate the support and service I have provided you. Your feedback is highly appreciated.<br><br>Sincerely,<br><br><br>Kim<br>ARLO Support Expert<br>Support Site - https://support.arlo.com<br>Community site - https://community.arlo.com<br>***************************************************************************************<br>EMAIL DUPLICATE <br><br>Hi “CUSTOMER&apos;S FIRST NAME”,<br><br>Thank you for contacting Arlo E-mail support. <br><br>This email is to acknowledge your case submission. However, please know that this case is a duplicate of your existing case which is Case ID: <<>>. Please anticipate a response coming from the expert assigned for your existing case. Should you decide to post a reply, kindly post it on your existing case as this case will no longer be attended to and will be closed.<br><br>Sincerely,<br><br><br>Kim<br>ARLO Support Expert<br>Support Site - https://support.arlo.com<br>Community site - https://community.arlo.com<br>***************************************************************************************<br>EMAIL NO CONCERN<br><br>Hi “CUSTOMER&apos;S FIRST NAME”,<br><br>Thank you for contacting Arlo E-mail support. <br><br>I understand that, you might have issues with your Arlo account. However, due to limited information we have based from your email description, I would like to ask additional questions from you.<br><br>• What is the Serial Number of the affected camera/base station?<br>• When and where it was purchased?<br>• “PROBING QUESTIONS”<br><br>We hope to hear from you soon.<br><br>Sincerely,<br><br><br>Kim<br>ARLO Support Expert<br>Support Site - https://support.arlo.com<br>Community site - https://community.arlo.com<br>**************************************************************************************<br><br>"
301,140567,10-Mar,CX REPLIED <br>41490891<br>41494945<br>41479586<br>41482677<br>41496279<br>41482225<br>41491293<br>41431097<br>41476973<br>**************************************************************************************<br>TO BE CLOSED 03/03/2020 CASES <br><br>41490545 - Notifications not working CLOSED NO BS LOG <br>41491284 - Cancelling Arlo account NO BS LOG <br>41406221 - Battery won&apos;t charge CLOSED <br>41491272 - Request to send email on different email address<br>41491188 - Camera does not sync with the base station CLOSED <br>41486347 - Installation of Arlo system CLOSED <br>41485903 - Adding cameras to the base station CLOSED <br>41486454 - Change phone number of the account CLOSED <br>41486475 - Camera battery does not charge CLOSED <br>41486514 - No specific concern<br>41486522 - Camera does not detect motion  CLOSED <br>41486553 - AVD Activity zone not working properly CLOSED <br>41486554 - Arlo Wire-Free Camera Battery Drain CLOSED <br>41486573 - Wanted to change subscription plan CLOSED <br>41486596 - No specific concern CLOSED <br>41486652 - No specific concern CLOSED<br>41466896 - Camera does not detect motion and no recordings NO BS LOG  CLOSED<br><br><br><br>**************************************************************************************<br>TO FOLLOW UP<br><br>41491293 - BACK ORDER_Related Case #: 41086203 - Camera offline<br>41465888 - Arlo feedback *TBC 3/13/2020<br><br>03/05/2020 CASES<br>41496428 - Error in credit card information *TBC 3/12<br>41496425 - Inquiry about Arlo subscription plans available  *TBC 3/12<br>41496394 - No specific concern *TBC 3/12<br>41496376 - Installation *TBC 3/12<br>41496347 - Camera keeps going offline *TBC 3/12<br>41496305 - To view the date and time on the video while viewing it in the Arlo dashboard *TBC 3/12<br>41496282 - Unable to log in *TBC 3/12<br>41496230 - View cameras *TBC 3/12<br>41496175 - Arlo camera won&apos;t discover in the app *TBC 3/12<br>41496202 - Log in page issue *TBC 3/12<br><br><br><br><br><br><br><br><br><br><br><br><br><br>
302,181875,BILLED,"Hi Christian,<br><br>I hope you&apos;re doing well!<br><br>Thank you for your email and for bringing this to our attention. We are so happy you’ve chosen to purchase Arlo.<br><br>Based on your issue, you were billed for another month after you canceled the plan. I believe that was the last payment for the subscription plan that you have before. It would depend on the billing cycle. Can I have a screenshot of the billing statement showing the charges for us to check?<br><br>We look forward to resolving your issue and we anticipate updates from you.<br><br>Once again, thank you for contacting ARLO Support!<br><br>Kind regards,<br><br>Wea<br>ARLO Support<br><br>Support Site - https://support.arlo.com<br>Community Site- https://community.arlo.com<br><br>**Please be reminded that this case will auto-close after 7 days of inactivity.*"
304,190128,Template,Anyway you can call us back 7 days in a week from 5AM - 9PM PST or 8AM - 12AM EST<br><br>Outbound: <br>call back time: <br>call back person: <br>call back number: <br>TS: <br>Next Action: <br><br>Were not allowed to release the call and kindly disconnect it for me. Thank you and have a great day once again.
305,193811,time stamp,L2 Consultation:<br><br>Started:<br>Ended: <br><br> <br><br>CCT:<br><br>Started: <br>Ended: 
306,193806,RMA OPTIONS,➢ Standard Swap Exchange- The faulty device needs to be sent to us first ( at your own expenses) once warehouse received. The replacement will be shipped expect 3-5 business days.<br>➢ Advance Ground ( camera )- You will be charged $16.90. The warehouse will be sending the replacement first with prepaid shipping label then defective product must returned within 10 business days of receiving the device. if you failed to return the device on time an Adhoc Fee will be automatically deducted to your card.<br>➢ Advance Next Business Day ( camera )- customers will be charged $29.90. the warehouse will be sending the device first in the next business day with prepaid shipping label.  if you failed to return the device on time an Adhoc Fee will be automatically deducted to your card.<br><br>
307,140567,12-Mar,"3/12/2020<br><br>TO BE CLOSED<br>41496428 - Error in credit card information CLOSED<br>41496425 - Inquiry about Arlo subscription plans available CLOSED<br>41496394 - No specific concern CLOSED<br>41496376 - Installation *NO LOG  CLOSED<br>41496347 - Camera keeps going offline CLOSED<br>41496305 - To view the date and time on the video while viewing it in the Arlo dashboard CLOSED<br>41496230 - View cameras CLOSED<br>41496175 - Arlo camera won&apos;t discover in the app CLOSED<br>41496202 - Log in page issue *NO LOG CLOSED<br>41494628 - Arlo Q camera stays in solid amber LED *TBC 3/17 CLOSED<br>41494872 - No specific concern *NO LOG CLOSED<br>41494878 - Cancelling Arlo Smart Subscription CLOSED<br>41494880 - Battery does not charge *NO LOG CLOSED<br>41494884 - Base station not showing up in the phone CLOSED<br>41494894 - Cannot connect to Apple homekit *TBC 3/13 CLOSED<br>41494923 - No recordings in the library *TBC 3/14 <br>41494934 - Arlo app new version - receives late notification on the phone CLOSED<br>41495024 - Arlo is not connected to the email address *NO LOG CLOSED<br>41469671 - Verify the new email address CLOSED<br>41472019 - Arlo Pro camera does not hold a charge<br>41474320 - Arlo Baby camera do not power on *NO LOG CLOSED<br>41481070 - Arlo Baby camera battery drain fast using night vision *NO LOG CLOSED<br>41476244 - Configure the time for mute notification CLOSED <br>41482604 - Camera battery drains when plugged in to Arlo Solar Panel CLOSED <br><br><br>***************************************************************************************<br>FOLLOW UP <br><br>41492710 - Camera does not record by motion detection *TF 3/14 CLOSED <br>41444907 - RMA for Arlo Solar Panel Cables  *TF 3/14<br>41386285 - Base Station is constantly going offline *TBC 3/14 <br>41478458 - Motion Detection Settings *TBC 3/14 <br>41451502 - image of the camera has a purple tint *TF 3/14<br>***************************************************************************************<br>03/12/2020 NEW CASES <br><br>41514133 - doorbell is not chiming or picking up wifi blinking white light<br>41514128 - Battery dead and not charging<br>41422805 - Camera offline *TF 3/14<br>41509178 - Change new email address<br>41509179 and 41509180 - Duplicate Case (41509178) - Change new email address<br>41451593 - Unable to connect Arlo Light to Base station ASK<br>41514076 - My camera won&apos;t charge. The charger is the original cord and everything. ASK<br>41467358 - AVD1001 periodically notifies about the tampering ASK<br>41514057 - Duplicate Case (41358451) - Geofencing <br>41358451 - Geofencing ASK<br>41479852 - Baby Cam is not Turning On ASK<br>41501314<br>41501335 - orig<br>41501336, 41501337, 41501338, 41501339 - duplicate<br>41501347 - orig<br>41501348 and 41501349 - duplicate <br>41501406 - No specific concern<br>41501425 - permanent recorted  ASK<br>41501426 - duplicate <br>41501441 - sign in problem. it&apos;s working offline can&apos;t get it back on line.  ASK<br>41501444 - I installed video door bell yesterday. Its all setup, I am able to call/answer, watch live. But there is an issue with motion detection while I leave the house. It works fine when I enter into my house.When I leave, I can see the motion detection LED turns on, but it doesn&apos;t send notification and doesn&apos;t record video.When I enter back into house, everything works perfectly. I don&apos;t have activity areas setup, and don&apos;t want to either.Mode is set to armed; sensitivity to 100, I tested the motion detection sensitivity the doorbell LED flashes indicating motion is being detected.thanks.  ASK<br>41378525 - Camera offline  ASK<br>41501462 - Unable to log in using PC<br>41452463 - Geofencing is not Working<br>***************************************************************************************<br><br><br>"
308,169546,Closure,"Hi,<br><br>I am doing another follow up in relation to your open case. It has been a while since my last follow up and it seems that I have not received response from you. For now, I will be closing this case but don&apos;t worry because you can still use the case number if you will be contacting us back.<br><br>"
310,190127,Outbound Spiel,"Hello my name is An, I&apos;m happy to help you with your arlo product. Before we begin, I must first advise you that this call is being recorded and get your consent to record it. Can you please acknowledge that you understand and agree to have this call recorded by stating yes"
312,190127,Closing Email,"Hello, <br><br>My name is An, the Arlo expert who assisted you on this case.  We will be closing this case due to inactivity.<br>Should you need any other assistance, feel free to get in touch with us at Arlo Support. We are available 24/7.<br>Please feel free to visit our Support Center at https://www.arlo.com/en-us/support/contact.aspx so you can decide through which channel you wish to get in touch with us.<br><br>Thank you for choosing Arlo.<br><br>Best Regards,<br><br>An<br>ARLO SUPPORT"
314,191913,OUTBOUND TEMPLATE,DATE & TIME OF CALL:<br><br>PHONE NUMBER:<br><br>NAME:<br><br>STATUS:<br><br>TROUBLE SHOOTING DETAILS:<br><br>NEXT ACTION:
315,190127,3rd day follow up,"Hi,<br><br>Good day!<br><br>I am doing a follow up on your open case regarding your Arlo camera system. I would appreciate if you could give a reply to provide feedback updates regarding your case, or please call us at 408-638-3750, so that we may continue to work with your case.<br><br>When you call, refer to your case number &lt;<casenumber>&gt; for us to immediately pull up your information. We provide 24/7 technical support so you may call us at your most convenient time. If there is no response from you soon, your case will be closed due to inactivity.<br><br>For more information you may visit us at Arlo.com and https://community.arlo.com.<br><br>All the best,<br>    <br><br>An<br>Arlo Support Expert"
316,190127,Call back follow up email,"Hello ,<br><br>Good Day!<br><br>This is a follow-up regarding your Arlo support case number: *** . I will be calling in a few minutes to follow-up on this. Please keep your lines open.<br><br>We appreciate your continued patience and cooperation.<br><br><br>All the best,<br><br>An<br>Arlo Technical Support"
317,190127,Outbound Template,Date and Time of Call:<br>Phone Number:<br>Name:<br>Status:<br><br>Troubleshooting Details:<br><br>Next Actions:
318,203088,Outbound Call,Date and Time:<br>Phone Number:<br>Name:<br>Status:<br>Troubleshooting Details:<br>
319,203088,RMA/Isolation,Device:<br>Serial Number:<br>DOP:<br>POP:<br><br><br>We are glad to hear that you had a great experience.We will provide you the service that you deserve.<br>
320,203088,Subscription plan inquiry,"Hi there Mr. ,<br><br>Good day!<br><br>This is in regard to the inquiry that you asked earlier today.Upon checking with the appropriate department, it seems that you have already reached the maximum number of cameras that could be subscribed to the plan that you have right now. The current plan that you have is actually the Legacy plan of Arlo, and that Legacy plan can only support up to 10 cameras. But if you prefer to, you can cancel that plan and purchase our new plan which will actually allow you to have as many cameras as you want with the appropriate price depending on how many cameras you want to add.<br><br>For your reference here is an article to further help you with your inquiry:<br>https://kb.arlo.com/88/What-are-the-available-Arlo-subscription-plans-and-how-much-cloud-recording-is-available<br>https://kb.arlo.com/1215141/How-do-I-change-or-cancel-my-Arlo-subscription-plan<br><br>For other online options you can visit support.arlo.com or community,arlo.com<br><br><br>Again thank you for choosing Arlo and have a great day!<br><br><br>Best Regards,<br>Dyan<br>Arlo Support Expert<br>"
321,142931,Outbound Template,Date & Time of Call:<br>Phone number:<br>Name: <br>Status:<br>Troubleshooting Details:<br>Next Action:
322,142931,Voicemail Script,"Hi, this is the call back requested from Arlo Technical support, my name is ______. <br>We are sorry we missed you. Feel free to call us back at (408) 638-3750 for further assistance. <br>Our business hours are 5am to 9 pm Pacific, 7 days a week. <br>We look forward to speaking with you. Thank you for choosing Arlo."
323,203088,Voicemail Spiel for IVR,"“Hi, this is the call back requested from Arlo Technical support, my name is Dyan. We are sorry we missed you. Feel free to call us back at (408) 638-3750 for further assistance. Our business hours are 5am to 9 pm Pacific, 7 days a week. We look forward to speaking with you. Thank you for choosing Arlo.”<br><br>"
324,203088,email for follow up on RMA,"Hi there Mr______,<br><br>This is a follow up regarding your case, --------<br>We already processed your replacement and for you to be able to process it completely, please fill out the information and select for shipping option on the email you have received regarding your replacement.<br><br>Again thank you for choosing Arlo And have a great day!<br><br>Best regards,<br>Dyan<br>Arlo Support Expert"
